colony_id	name	canonical_name	wikidata_id	modern_nation_qids	established_year	end_date	region	colony_type	capital	successor_dominion	qid_scope_note
nova_scotia_post_1784_1867		Nova Scotia	Q98931415		1784		North America	Crown Colony			[QID_REUSED_TOO_BROAD] Q98931415 covers full Nova Scotia colony 1713-1867 (both pre-Cape-Breton-split 1713-1784 AND post-split 1784-1867 phases); same QID assigned to nova_scotia_pre_1713_1784 (row 481); WD has only one entity for the colony
nova_scotia_pre_1713_1784		Nova Scotia	Q98931415		1713		North America	Crown Colony			[QID_REUSED] Q98931415 also assigned to nova_scotia_post_1784_1867 (row 480); WD treats Nova Scotia colony as continuous 1713-1867 entity
nova_scotia_province_1867		Nova Scotia (Province)	Q1952		1867		North America	Province			
nunavut_1999		Nunavut	Q2023		1999		North America	Territory			
nyasaland_1891_1964	Nyasaland	Nyasaland	Q1649306	Q1020	1891	1964-01-01	Southern Africa	Protectorate			[QID_REUSED_TOO_BROAD] Q1649306 covers full Nyasaland Protectorate 1907-1964; same QID assigned to nyasaland_post_federation_1963 (row 485); WD has only one entity for both phases
nyasaland_post_federation_1963	Nyasaland (Post-Federation)	Nyasaland	Q1649306	Q1020	1963	1964-07-06	Southern Africa	Transitional			[QID_REUSED] Q1649306 also assigned to nyasaland_1891_1964 (row 484); WD treats Nyasaland Protectorate as continuous 1907-1964 entity
ocean_island_banaba_1900_1979	Ocean Island (Banaba)	Ocean Island (Banaba)	Q271901	Q710	1900	1979-07-12	Pacific	Crown Colony			
oeno_island_1902_ongoing	Oeno Island	Oeno Island	Q940773	Q35672	1902		Pacific (Guano/Whaling)	Remote Island			Q940773 is the geographic atoll; file row tracks British administrative period via Pitcairn Islands.
oil_rivers_protectorate_1885_1893	Oil Rivers Protectorate	Oil Rivers Protectorate	Q2566427	Q1033	1885	1893-05-12	West Africa	Protectorate			[QID_REUSED] Q2566427 covers full Niger Coast Protectorate 1891-1900 (which was named Oil Rivers Protectorate 1891-1893 before rename); same QID also assigned to niger_coast_protectorate_1893_1900 (row 466); WD inception (1891) is later than file row's start (1885) - protectorate's earlier informal phase pre-1891 may not be captured
ontario_1867		Ontario	Q1904		1867		North America	Province			
orange_free_state_1854_1900	Orange Free State	Orange Free State	Q218023	Q258	1854	1900-05-28	Southern Africa	Boer Republic			
orange_river_colony_1900_1910	Orange River Colony	Orange River Colony	Q1142179	Q258	1900	1910-05-31	Southern Africa	Crown Colony			
orange_river_sovereignty_1848_1854	Orange River Sovereignty	Orange River Sovereignty	Q3048062	Q258	1848	1854-02-23	Southern Africa	British Sovereignty			
orchha_state_1501_1950	Orchha State		Q668415				South Asia	Princely State	Orchha	india	
orissa_tributary_states_1888_1947	Orissa Tributary States		Q15630982				South Asia	Princely State		india	
oudh_state_1732_1859	Oudh State		Q18129046				South Asia	Princely State		india	
pahra_1812_1948	Pahra		Q11939770				South Asia	Princely State		india	
pal_lahara_state_1100_1947	Pal Lahara State		Q7126114				South Asia	Princely State		india	
palali_state	Palali State		Q11939827				South Asia	Princely State		india	
palanpur_state_1370_1948	Palanpur State		Q7126720				South Asia	Princely State	Palanpur	india	
palasvihir_state	Palasvihir State		Q11939836				South Asia	Princely State		india	
paldeo_state_1812_1948	Paldeo State		Q7127047				South Asia	Princely State		india	
palestine_1920_1948	Palestine	Palestine	Q193714	Q219060;Q801	1920	1948-01-01	Middle East	Mandate			
palitana_state_1194_1948	Palitana State		Q7127625				South Asia	Princely State	Palitana	india	
paliyad	Paliyad		Q11939904				South Asia	Princely State		india	
pandaria_state	Pandaria State		Q11939961				South Asia	Princely State		india	
panna_state_1731_1950	Panna State		Q1588594				South Asia	Princely State	Panna	india	
patan_state_rajasthan_1200_2000	Patan State, Rajasthan		Q104152107				South Asia	Princely State		india	
pataudi_1804_1947	Pataudi		Q17991935				South Asia	Princely State	Pataudi	india	
patdi_state_1741_1947	Patdi State		Q11940483				South Asia	Princely State		india	
pathari_state_1794_1948	Pathari State		Q104152108				South Asia	Princely State		india	
patiala_state_1761_1947	Patiala State		Q917553				South Asia	Princely State	Patiala	india	
patna_state_1191_1948	Patna State		Q2056970				South Asia	Princely State		india	
payagpur	Payagpur		Q11940634				South Asia	Princely State		india	
peelwa	Peelwa		Q11940753				South Asia	Princely State		india	
penang_prince_of_wales_island_1786_1826	Penang (Prince of Wales Island)	Penang (Prince of Wales Island)	Q1150673	Q833	1786	1826-01-01	Southeast Asia	Trading Post			
pennsylvania_colony_1681_1783	Pennsylvania Colony	Pennsylvania Colony	Q2475732	Q30	1681	1783-09-03	North America	Proprietary Colony			
pethapur_state_1300_1940	Pethapur State		Q19605411				South Asia	Princely State		india	
phaltan_state_1284_1948	Phaltan State		Q7180358				South Asia	Princely State		india	
phoenix_islands_1937_1979	Phoenix Islands	Phoenix Islands	Q271674	Q710	1937	1979-07-12	Pacific	Crown Colony			
phulra_1828_1950	Phulra		Q3246273				South Asia	Princely State		pakistan	
pimpladevi_state	Pimpladevi State		Q11941639				South Asia	Princely State		india	
pimpri_state	Pimpri State		Q134491987				South Asia	Princely State		india	
piploda_state_1547_1948	Piploda State		Q7197455				South Asia	Princely State		india	
pitcairn_islands_1838_ongoing	Pitcairn Islands	Pitcairn Islands	Q35672	Q35672	1838		Pacific	Crown Colony			
porbandar_state_1193_1948	Porbandar State		Q14552167				South Asia	Princely State	Chhaya	india	
potegaon	Potegaon		Q11942517				South Asia	Princely State		india	
pratapgarh_state_1775_1949	Pratapgarh State		Q175934				South Asia	Princely State	Pratapgarh	india	
prempur	Prempur		Q11942666				South Asia	Princely State		india	
prince_edward_island_1769_1873	Prince Edward Island	Prince Edward Island	Q1978	Q16	1769	1873-01-01	North America	Crown Colony			Q1978 also assigned to prince_edward_island_province_1873; WD entity covers PEI continuously (colony 1769-1873 + province 1873-onwards). File row tracks the colony sub-period.
prince_edward_island_province_1873		Prince Edward Island (Province)	Q1978		1873		North America	Province			
princely_states_placeholder_1818_1947	Princely States (placeholder)	Princely States (placeholder)	Q1336152				South Asia	Princely State			
province_of_canada_1841_1867	Province of Canada	Province of Canada	Q1121436	Q16	1841	1867-07-01	North America	United Province			
province_of_freedom_1787_1792	Province of Freedom	Province of Freedom	Q3483448	Q1044	1787	1792-01-01	West Africa	Settlement			Q3483448 is the Sierra Leone Company (also assigned to sierra_leone_company_settlement_1792_1808); the Province of Freedom 1787-1792 was its early-period predecessor administration.
province_of_quebec_british_1763_1791	Province of Quebec (British)	Province of Quebec (British)	Q251668	Q16	1763	1791-12-26	North America	Crown Colony			
pudukkottai_state_1680_1948	Pudukkottai State		Q3535371				South Asia	Princely State	Pudukkottai	india	
punadra	Punadra		Q11943892				South Asia	Princely State		india	
punjab_province_1849_1947	Punjab Province	Punjab Province	Q2629708	Q668;Q843	1849	1947-08-15	South Asia	Province			
q101242542_1825_1924	Kadana State		Q101242542				South Asia	Princely State	Kadana	india	
q104152112_1733_1842	Surat State		Q104152112				South Asia	Princely State		india	
q104152114_1640_1972	Yasin State		Q104152114				South Asia	Princely State		india	
q11904734	Alaniawas		Q11904734				South Asia	Princely State		india	
q11905355	Ammayanayakan		Q11905355				South Asia	Princely State		india	
q11905439	Anakapalle		Q11905439				South Asia	Princely State		india	
q11905698	Antarbella		Q11905698				South Asia	Princely State		india	
q11908900	Bedam		Q11908900				South Asia	Princely State		india	
q131080302	Sudasana State		Q131080302				South Asia	Princely State		india	
q134436280	Bilkha		Q134436280				South Asia	Princely State		india	
q1632695_1159_1948	Sanjeli State		Q1632695				South Asia	Princely State		india	
q21044436	Edappalli		Q21044436				South Asia	Princely State		india	
q21075438	Gopalpet		Q21075438				South Asia	Princely State		india	
q21075439	Kaddatanad		Q21075439				South Asia	Princely State		india	
q48838868_1759_1948	Tharad State		Q48838868				South Asia	Princely State		india	
q48838869_1244_1948	Wao State		Q48838869				South Asia	Princely State		india	
q48838872_1948	Santalpur State		Q48838872				South Asia	Princely State		india	
q48838989_1755_1950	Sarila State		Q48838989				South Asia	Princely State		india	
qatar_protectorate_1916_1971	Qatar Protectorate	Qatar Protectorate	Q105633777	Q846	1916	1971-09-03	Middle East	Protectorate			
quebec_1867		Quebec	Q176		1867		North America	Province			
queensland_1859_1901	Queensland	Queensland	Q28401203	Q408	1859	1901-01-01	Pacific	Crown Colony			
radhanpur_state_1787_1948	Radhanpur State		Q18164260				South Asia	Princely State		india	
raeka	Raeka		Q11944396				South Asia	Princely State		india	
raghogarh_state_1673_1947	Raghogarh State		Q11944481				South Asia	Princely State		india	
raigarh_state_1911_1947	Raigarh State		Q932393				South Asia	Princely State		india	
rairakhol_state_1200_1948	Rairakhol State		Q2128542				South Asia	Princely State		india	
rajgarh_state_1681_1948	Rajgarh State		Q2128715				South Asia	Princely State	Rajgarh	india	
rajkot_state_1620_1948	Rajkot State		Q2128743				South Asia	Princely State	Rajkot	india	
rajoli_zamindari_estate_1775_1948	Rajoli Zamindari Estate		Q7286362				South Asia	Princely State		india	
rajouli_-400_1947	Rajouli		Q11944509				South Asia	Princely State		india	
rajpara_state_1811_1949	Rajpara State		Q28179897				South Asia	Princely State		india	
rajpipla_state_1340_1948	Rajpipla State		Q918204				South Asia	Princely State	Rajpipla	india	
rajpur_kathiawar	Rajpur (Kathiawar)		Q21075480				South Asia	Princely State		india	
rajpur_state_baroda	Rajpur State, Baroda		Q104152109				South Asia	Princely State	Rajpur, Baroda	india	
ramanka	Ramanka		Q21075481				South Asia	Princely State		india	
ramas_state	Ramas State		Q11944524				South Asia	Princely State		india	
ramdurg_state_1742_1948	Ramdurg State		Q1776972				South Asia	Princely State		india	
rampur_state_1719_1949	Rampur State		Q3454186				South Asia	Princely State	Rampur	india	
ranasan_state_1700_1943	Ranasan State		Q11944704				South Asia	Princely State		india	
randhia_state	Randhia State		Q21075482				South Asia	Princely State		india	
ranpur_state_1700_1948	Ranpur State		Q17399594				South Asia	Princely State		india	
ratlam_state_1652_1948	Ratlam State		Q1604981				South Asia	Princely State	Ratlam	india	
rawaki_phoenix_island_1860_1979	Rawaki (Phoenix Island)	Rawaki (Phoenix Island)	Q1059295	Q710	1860	1979-07-12	Pacific (Guano/Whaling)	Guano Island			
red_river_colony_1811_1870		Red River Colony	Q2032545		1811		North America	Colony			
rewa_state_1755_1947	Rewa State		Q176466				South Asia	Princely State	Rewa	india	
rhode_island_colony_1636_1783	Rhode Island Colony	Rhode Island Colony	Q2335224	Q30	1636	1783-09-03	North America	Charter Colony			
rhodesia_udi_1965_1979	Rhodesia (UDI)	Rhodesia (UDI)	Q217169	Q954;Q953	1965	1979-06-01	Southern Africa	Unilateral Independence			
rinsi_state	Rinsi State		Q11945665				South Asia	Princely State		india	
rodrigues_1814_1968	Rodrigues	Rodrigues	Q208668	Q1027	1814	1968-03-12	Africa (Islands)	Dependency			
royal_niger_company_territory_1886_1900	Royal Niger Company Territory	Royal Niger Company Territory	Q1806380	Q1033	1886	1900-01-01	West Africa	Company Territory			
ruperts_land_1670_1870	Rupert\'s Land	Rupert\'s Land	Q738395	Q16	1670	1870-07-15	North America	Hudson\'s Bay Company Territory			
sachin_state_1791_1948	Sachin State		Q1476723				South Asia	Princely State	Sachin	india	
sahaspur	Sahaspur		Q11946624				South Asia	Princely State		india	
sailana_state_1736_1948	Sailana State		Q1400780				South Asia	Princely State		india	
saint_christopher_nevis_anguilla_1958_1983	Saint Christopher-Nevis-Anguilla	Saint Kitts and Nevis Colony	Q1637975	Q763	1624	1983-09-19	Caribbean	Crown Colony			
saint_helena_ascension_and_tristan_da_cunha_1588_ongoing	Saint Helena, Ascension and Tristan da Cunha	Saint Helena, Ascension and Tristan da Cunha	Q192184	Q192184	1588		Atlantic	British Overseas Territory			
saint_lucia_colony_1814_1979	Saint Lucia Colony	Saint Lucia Colony	Q15238409	Q760	1814	1979-02-22	Caribbean	Crown Colony			
sakti_state_1800_1948	Sakti State		Q7403120				South Asia	Princely State		india	
sambalpur_district_1493_1848	Sambalpur District		Q17315177				South Asia	Princely State		india	
samla	Samla		Q28179818				South Asia	Princely State		india	
samthar_state_1760_1950	Samthar State		Q1261743				South Asia	Princely State	Samthar State	india	
sandur_state_1713_1949	Sandur State		Q532048				South Asia	Princely State		india	
sangli_state_1801_1948	Sangli State		Q2221701				South Asia	Princely State	Sangli	india	
sangri_state_1948	Sangri State		Q11946883				South Asia	Princely State		india	
sant_state_1255_1948	Sant State		Q17198610				South Asia	Princely State		india	
saraikela_state_1620_1948	Saraikela State		Q7422962				South Asia	Princely State		india	
sarangarh_state_1948	Sarangarh State		Q1778255				South Asia	Princely State		india	
sarawak_1841_1946	Sarawak	Sarawak	Q1658411	Q833	1841	1946-07-01	Southeast Asia	Personal Rule			
sarawak_crown_colony_1946_1963	Sarawak Crown Colony	Sarawak Crown Colony	Q5589708	Q833	1946	1963-09-16	Southeast Asia	Crown Colony			
sarawan	Sarawan		Q7423443				South Asia	Princely State		india	
sardargarh_bantva_1760_1947	Sardargarh Bantva		Q7423761				South Asia	Princely State		india	
sarwan_state	Sarwan State		Q21099444				South Asia	Princely State		india	
saskatchewan_1905		Saskatchewan	Q1989		1905		North America	Province			
satanones	Satanones		Q11947797				South Asia	Princely State	Satanones	india	
satara_state_1818_1849	Satara state		Q2225895				South Asia	Princely State		india	
sathamba_1948	Sathamba		Q11947838				South Asia	Princely State	Sathamba	india	
savanur_state_1680_1948	Savanur State		Q1607154				South Asia	Princely State		india	
sawantwadi_state_1627_1948	Sawantwadi State		Q18164343				South Asia	Princely State	Sawantwadi taluka	india	
settlement_of_belize_1798_1862	Settlement of Belize	English settlement of Belize	Q115829224	Q242	1798	1862-01-01	Caribbean				
seychelles_1903_1976	Seychelles	Seychelles	Q21821453	Q1042	1903	1976-01-01	Africa (Islands)	Crown Colony			[QID_REUSED_TOO_BROAD] Q21821453 is Crown Colony of Seychelles; same QID assigned to seychelles_mauritius_dependency_1814_1903 (row 618); WD has only one entity covering both Mauritius dependency phase (1814-1903) and Crown Colony phase (1903-1976)
seychelles_mauritius_dependency_1814_1903	Seychelles (Mauritius Dependency)	Seychelles (Mauritius Dependency)	Q21821453	Q1027	1814	1903-08-31	Africa (Islands)	Dependency			[QID_REUSED] Q21821453 also assigned to seychelles_1903_1976 (row 617); WD treats Seychelles as continuous entity through both phases
shahpur_state	Shahpur State		Q11942806				South Asia	Princely State		india	
shahpura_state_1629_1949	Shahpura State		Q2276431				South Asia	Princely State	Shahpura, Bhilwara	india	
shanghai_international_settlement_1863_1943	Shanghai International Settlement	Shanghai International Settlement	Q2170587	Q148	1863	1943-08-01	Southeast Asia	International Settlement			
sheikhsar_state	Sheikhsar State		Q111016259				South Asia	Princely State	Sheikhsar	india	
shergarh	Shergarh		Q11949670				South Asia	Princely State		india	
shivbara_state	Shivbara State		Q11949678				South Asia	Princely State		india	
siba_state_1450_1849	Siba State		Q11949691				South Asia	Princely State		india	
sierra_leone_colony_1808_1896	Sierra Leone Colony	Sierra Leone Colony	Q30059027	Q1044	1808	1896-08-31	West Africa	Crown Colony			[QID_REUSED_TOO_BROAD] Q30059027 covers full Sierra Leone Colony and Protectorate 1808-1961; same QID assigned to sierra_leone_colony_and_protectorate_1787_1961 (row 627); WD has only one entity for both pre-protectorate (1808-1896) and post-protectorate (1896-1961) phases
sierra_leone_colony_and_protectorate_1787_1961	Sierra Leone Colony and Protectorate	Sierra Leone Colony and Protectorate	Q30059027	Q1044	1896	1961-01-01	West Africa	Colony/Protectorate			[QID_REUSED] Q30059027 also assigned to sierra_leone_colony_1808_1896 (row 626); WD covers 1808-1961
sierra_leone_company_settlement_1792_1808	Sierra Leone Company Settlement	Sierra Leone Company Settlement	Q3483448	Q1044	1792	1808-01-01	West Africa	Company Settlement			Q3483448 also assigned to province_of_freedom_1787_1792; the Sierra Leone Company entity covers both periods.
sihora_state	Sihora State		Q11949750				South Asia	Princely State		india	
sikar	Sikar		Q104924924				South Asia	Princely State		india	
sind_division_bombay_1843_1936		Sind Division	Q7522081	Q843	1843	1936-04-01	South Asia	Division			
sind_province_1936_1947		Sind Province	Q7522091	Q843	1936	1947-08-14	South Asia	Province	Karachi	pakistan	
singapore_crown_colony_1946_1963	Singapore Crown Colony	Singapore Crown Colony	Q4373718	Q334	1946	1963-09-16	Southeast Asia	Crown Colony			
singapore_independent_1965		Singapore	Q334		1965		Southeast Asia	Independence			
singapore_settlement_1819_1826	Singapore Settlement	Singapore Settlement	Q4420036	Q334	1819	1826-01-01	Southeast Asia	Trading Post			
sirmoor_state_1616_1948	Sirmoor State		Q1541353				South Asia	Princely State	Nahan	india	
sirohi_state_1405_1949	Sirohi State		Q7530545				South Asia	Princely State	Sirohi	india	
sirsi	Sirsi		Q11949891				South Asia	Princely State		india	
sitamau_state_1701_1948	Sitamau State		Q2290502				South Asia	Princely State	Sitamau	india	
socotra_island_1886_1967	Socotra Island	Socotra Island	Q82859	Q805	1886	1967-11-30	Middle East	Protectorate			
sohawal_state_1550_1950	Sohawal State		Q3488924				South Asia	Princely State		india	
somali_republic_1960		Somali Republic	Q1045		1960		Middle East	Independence			
somna_state_1900_1949	Somna State		Q104152111				South Asia	Princely State		india	
sonepur_state_1556_1948	Sonepur State		Q1798703				South Asia	Princely State		india	
south_african_republic_restored_1881_1900	South African Republic (Restored)	South African Republic (Restored)	Q550374	Q258	1881	1900-10-25	Southern Africa	Boer Republic			[QID_REUSED_TOO_BROAD] Q550374 covers full SAR 1852-1902 (both 1852-1877 pre-annexation phase AND 1881-1902 post-restoration phase); same QID assigned to south_african_republic_transvaal_1852_1877 (row 645); WD has only one entity for the Transvaal republic across both phases
south_african_republic_transvaal_1852_1877	South African Republic (Transvaal)	South African Republic (Transvaal)	Q550374	Q258	1852	1877-04-12	Southern Africa	Boer Republic			[QID_REUSED] Q550374 also assigned to south_african_republic_restored_1881_1900 (row 644); WD treats SAR as continuous entity 1852-1902
south_australia_1836_1901	South Australia	South Australia	Q35715	Q408	1836	1901-01-01	Pacific	Planned Colony			
south_carolina_colony_1663_1783	South Carolina Colony	South Carolina Colony	Q2513167	Q30	1663	1783-09-03	North America	Royal Colony			
south_georgia_1775_ongoing	South Georgia	South Georgia	Q35086	Q35086	1775		Antarctica	Dependency			[QID_REUSED_TOO_BROAD] Q35086 is South Georgia and the South Sandwich Islands BOT covering all three: south_georgia_1775_ongoing (row 648) south_georgia_whaling_stations_1904_1965 (row 649) south_sandwich_islands_1775_ongoing (row 650); also wrongly assigned to heard_and_mcdonald_islands_1833_1947 (row 261) - 4-row reuse
south_georgia_whaling_stations_1904_1965	South Georgia Whaling Stations	South Georgia Whaling Stations	Q35086	Q35086	1904		Antarctica	Whaling Station			Q35086 is the parent South Georgia and the South Sandwich Islands BOT (also assigned to south_georgia, south_sandwich_islands rows); file row covers the whaling-stations sub-period not separately represented in WD.
south_sandwich_islands_1775_ongoing	South Sandwich Islands	South Sandwich Islands	Q35086	Q35086	1775		Antarctica	Dependency			[QID_REUSED_TOO_BROAD] Q35086 is the combined South Georgia + South Sandwich Islands BOT; file row is specifically for South Sandwich Islands (a sub-part of the BOT); same QID assigned to rows 648 and 649
south_shetland_islands_whaling_1820_1959	South Shetland Islands Whaling	South Shetland Islands Whaling	Q140948	Q35086	1820	1959-12-01	Antarctica	Whaling Station			
south_yemen_1967_1990	South Yemen	South Yemen	Q199841	Q805	1967	1990-05-22	Middle East	Independence			
southern_nigeria_protectorate_1900_1914	Southern Nigeria Protectorate	Southern Nigeria Protectorate	Q2062030	Q1033	1900	1914-01-01	West Africa	Protectorate			
southern_rhodesia_colony_1923_1953	Southern Rhodesia Colony	Southern Rhodesia Colony	Q750583	Q954;Q953	1923	1953-08-01	Southern Africa	Self-governing Colony			[QID_REUSED_TOO_BROAD] Q750583 covers full Southern Rhodesia 1923-1980; same QID assigned to southern_rhodesia_post_federation_1963 (row 655) and southern_rhodesia_restored_1979_1980 (row 656); WD has only one entity covering all three sub-periods
southern_rhodesia_post_federation_1963		Southern Rhodesia	Q750583		1963		Southern Africa	Self-governing Colony			[QID_REUSED] Q750583 also assigned to rows 654 and 656; WD covers full 1923-1980
southern_rhodesia_restored_1979_1980	Southern Rhodesia (Restored)	Southern Rhodesia (Restored)	Q750583	Q954;Q953	1979	1980-04-18	Southern Africa	Crown Colony			[QID_REUSED] Q750583 also assigned to rows 654 and 655; WD covers full 1923-1980
st._helena_1659_ongoing	St. Helena	St. Helena	Q34497	Q192184	1659		Africa (Islands)	Crown Colony			
st_vincent_colony_1763_1979	St. Vincent Colony	St. Vincent Colony	Q15240384	Q757	1763	1979-10-27	Caribbean	Crown Colony			
starbuck_island_1866_1979	Starbuck Island	Starbuck Island	Q911028	Q710	1866	1979-07-12	Pacific (Guano/Whaling)	Guano Island			
state_of_israel_1948		State of Israel	Q801		1948		Middle East	Independence			
stok_jair_state_1842_1948	Stok jair State		Q104152110				South Asia	Princely State		india	
straits_settlements_1826_1946	Straits Settlements	Straits Settlements	Q376178	Q833;Q334	1826	1946-04-01	Southeast Asia	Crown Colony			
sudan_anglo-egyptian_1899_1956	Sudan, Anglo-Egyptian	Sudan, Anglo-Egyptian	Q541455	Q1049	1899	1956-01-01	Middle East	Condominium			
suket_state_765_1948	Suket State		Q3503368				South Asia	Princely State		india	
sundem_1555_1935	Sundem		Q11950532				South Asia	Princely State		india	
surgana_state_1800_1948	Surgana State		Q17298275				South Asia	Princely State		india	
surguja_state_1613_1948	Surguja State		Q2368545				South Asia	Princely State		india	
swains_island_1856_1925	Swains Island	Swains Island	Q1128488	Q30	1856	1925-02-16	Pacific (Guano/Whaling)	Guano Island			
swan_river_colony_1829_1832	Swan River Colony	Swan River Colony	Q1162123	Q408	1829	1832-01-01	Pacific	Free Settlement Colony			
swat_state_1849_1955	Swat State		Q3246260				South Asia	Princely State	Saidu Sharif	pakistan	
swaziland_1903_1968	Swaziland	Swaziland	Q1050	Q1050	1903	1968-09-06	Southern Africa	Protectorate			
talcher_state_1200_1948	Talcher State		Q17244162				South Asia	Princely State		india	
tanganyika_1961_1964	Tanganyika	Tanganyika	Q158725	Q924	1961	1964-04-26	East Africa	Independence			[QID_REUSED] Q158725 is Tanganyika Territory (Mandate/Trust Territory 1922-1961); same QID assigned to tanganyika_territory_1922_1961 (row 674) which is the correct match; this row 673 covers 1961-1964 independent Tanganyika before merging with Zanzibar to form Tanzania - WD entity actually dissolved 1961 so this row's era extends past QID's dissolution
tanganyika_territory_1922_1961	Tanganyika Territory	Tanganyika Territory	Q158725	Q924	1922	1961-01-01	East Africa	Mandate/Trust Territory			[QID_REUSED] Q158725 also assigned to tanganyika_1961_1964 (row 673); this row is the correct primary match - WD dates 1922-1961 align with file
tanzania_1964		Tanzania	Q924		1964		East Africa	Independence			
taraon_state_1812_1948	Taraon State		Q18008280				South Asia	Princely State		india	
tasgaon_state	Tasgaon State		Q11950935				South Asia	Princely State		india	
tasmania_1856_1901	Tasmania	Tasmania	Q5148519	Q408	1856	1901-01-01	Pacific	Self-governing Colony			
tavi	Tavi		Q11950971				South Asia	Princely State		india	
territory_of_new_guinea_1920_1975	Territory of New Guinea	Territory of New Guinea	Q1443945	Q691	1920	1975-09-16	Pacific	Mandate			
territory_of_papua_1906_1949	Territory of Papua	Territory of Papua	Q530560	Q691	1906	1949-12-01	Pacific	Territory			
territory_of_papua_and_new_guinea_1949_1975	Territory of Papua and New Guinea	Territory of Papua and New Guinea	Q2301972	Q691	1949	1975-09-16	Pacific	Trust Territory			
thanjavur_maratha_kingdom_1674_1855	Thanjavur Maratha kingdom		Q3530610				South Asia	Princely State	Thanjavur	india	
the_punial_state_1948	The Punial State		Q7260195				South Asia	Princely State		india	
theog_state	Theog State		Q11951769				South Asia	Princely State		india	
tigiria_state_1600_1948	Tigiria State		Q11951827				South Asia	Princely State		india	
tonga_protectorate_1900_1970	Tonga Protectorate	Tonga Protectorate	Q17197946	Q678	1900	1970-06-04	Pacific	Protectorate			
tonk_state_1817_1949	Tonk State		Q914031				South Asia	Princely State	Tonk	india	
torawati_1200_2000	Torawati		Q7825423				South Asia	Princely State		india	
tori_fatehpur_1690_1950	Tori Fatehpur		Q11952191				South Asia	Princely State		india	
transjordan_1922_1946	Transjordan	Transjordan	Q1121819	Q810	1922	1946-05-25	Middle East	Mandate			
transvaal_colony_first_british_1877_1881	Transvaal Colony (First British)	Transvaal Colony (First British)	Q1187978	Q258	1877	1881-08-03	Southern Africa	Crown Colony			[QID_REUSED_TOO_BROAD] Q1187978 is Transvaal Colony (1902-1910 second British annexation period); same QID assigned to transvaal_colony_second_british_1900_1910 (row 693); WD only covers second British period - first British period (1877-1881) is actually wrong era for this QID
transvaal_colony_second_british_1900_1910	Transvaal Colony (Second British)	Transvaal Colony (Second British)	Q1187978	Q258	1900	1910-05-31	Southern Africa	Crown Colony			[QID_REUSED] Q1187978 also assigned to transvaal_colony_first_british_1877_1881 (row 692); this row 693 is the correct match - WD entity covers 1902-1910 (close to file's 1900-1910)
trinidad_and_tobago_1889_1962	Trinidad and Tobago	Colony of Trinidad and Tobago	Q116282722	Q754	1889	1962-01-01	Caribbean	Crown Colony			[QID_REUSED] Q116282722 covers Colony of Trinidad and Tobago 1889-1962 (the unified colony after Tobago joined Trinidad); same QID assigned to trinidad_and_tobago_colony_1797_1962 (row 695); WD inception 1889 matches row 694 but row 695 extends back to 1797 covering Trinidad-only period
trinidad_and_tobago_colony_1797_1962	Trinidad and Tobago Colony	Trinidad Colony	Q116282722	Q754	1797	1962-08-31	Caribbean	Crown Colony			[QID_REUSED_TOO_BROAD] Q116282722 covers post-1889 unified Colony of Trinidad and Tobago (1889-1962); same QID also assigned to trinidad_and_tobago_1889_1962 (row 694); file's earlier date 1797 (Trinidad capture from Spain) before unification not captured by this QID
tripura_1809_1949	Tripura		Q17342164				South Asia	Princely State	Agartala	india	
tristan_da_cunha_1816_ongoing	Tristan da Cunha	Tristan da Cunha	Q220982	Q192184	1816		Africa (Islands)	Dependency			
trucial_states_1820_1971	Trucial States	Trucial States	Q1852345	Q878	1820	1971-12-02	Middle East	Protectorate			
tulsipur_state_1600_1859	Tulsipur State		Q5915498				South Asia	Princely State		india	
turks_and_caicos_islands_1799_ongoing	Turks and Caicos Islands	Turks and Caicos Islands	Q18221	Q18221	1799		Caribbean	Crown Colony			
udaipur_state	Udaipur State		Q130642141				South Asia	Princely State	Udaipur	india	
udaipur_state_1818_1948	Udaipur State		Q1457519				South Asia	Princely State		india	
uganda_1894_1962	Uganda	Uganda	Q1097943	Q1036	1894	1962-01-01	East Africa	Protectorate			
umari_state	Umari State		Q11953931				South Asia	Princely State		india	
umri_1000_1948	Umri		Q11953949				South Asia	Princely State		india	
unfederated_malay_states_1909_1946	Unfederated Malay States	Unfederated Malay States	Q1973084	Q833	1909	1946-04-01	Southeast Asia	Protectorate			
union_of_south_africa_1910_1961	Union of South Africa	Union of South Africa	Q193619	Q258	1910	1961-05-31	Southern Africa	Dominion			
united_colony_of_bc_1866_1871	United Colony of British Columbia	United Colony of British Columbia	Q2514958	Q16	1866	1871-07-20	North America				
united_provinces_1877_1947	United Provinces	United Provinces	Q2160037	Q668	1877	1947-08-15	South Asia	Province			
united_states_1776		United States of America	Q30		1776		North America	Independence			
united_states_of_america_1783		United States of America	Q30		1783		North America	Former Colony (Independent)			
upper_canada_1791_1841	Upper Canada	Upper Canada	Q795427	Q16	1791	1841-01-01	North America	Crown Colony			
vadhyawan_state	Vadhyawan State		Q11954165				South Asia	Princely State		india	
vadia_state	Vadia State		Q11954167				South Asia	Princely State		india	
vakhtapur_1948	Vakhtapur		Q2771763				South Asia	Princely State		india	
vallabhi_1740_1948	Vallabhi		Q1534153				South Asia	Princely State		india	
vallavpur_state_1434_1949	Vallavpur State		Q104152104				South Asia	Princely State		india	
vallbhapur_state_1600_1948	Vallbhapur State		Q104152246				South Asia	Princely State		india	
